*  EC          G       LABEL                   ION
    1907.4487  1.5788E-18
    1878.5480  1.4474E-18
    1850.5100  1.3684E-18
    1823.2967  8.4178E-19
    1796.8721  3.0016E-19
    1771.2024  3.9744E-19
    1746.2559  1.1034E-18
    1722.0024  1.7761E-18
    1698.4133  1.6468E-18
    1675.4618  8.4808E-19
    1653.1222  1.4677E-19
    1631.3706  1.5003E-19
    1610.1840  1.1009E-18
    1589.5407  2.7438E-18
    1569.4199  4.2878E-18
    1549.8021  5.0209E-18
    1530.6688  4.7933E-18
    1512.0021  3.8665E-18
    1493.7851  2.6231E-18
    1476.0021  1.4436E-18
    1458.6373  5.9045E-19
    1441.6765  1.4044E-19
    1425.1054  2.3256E-21
    1408.9110  2.9214E-20
    1393.0806  9.2685E-20
    1377.6019  1.2691E-19
    1347.6540  7.6189E-21
    1333.1631  4.0129E-21
   1981   763  2.6383E-25   82     -1.0   
   11271.2877  2.6383E-25
   10332.0146  4.7060E-24
    9537.2440  4.1668E-23
    8856.0121  1.7710E-22
    8265.6112  3.3231E-22
    7749.0109  2.4725E-22
    7293.1866  1.6481E-21
    6888.0095  9.0270E-21
    6525.4826  1.4877E-20
    6199.2084  1.7995E-21
    5904.0082  1.7102E-20
    5635.6438  5.3021E-21
    5390.6161  6.9348E-21
    5166.0073  3.8358E-20
    4959.3667  3.3728E-20
    4768.6220  3.1583E-21
    4592.0061  2.4560E-20
    4428.0061  1.3109E-19
    4275.3163  2.7216E-19
    4132.8056  3.8195E-19
    3999.4894  4.2108E-19
    3874.5055  3.8606E-19
    3757.0960  3.0514E-19
    3646.5933  2.1454E-19
    3542.4048  1.3924E-19
    3444.0047  1.7492E-19
    3350.9236  5.0183E-20
    3262.7413  3.3910E-20
    3179.0813  1.4614E-20
    3099.6042  5.5839E-20
    3024.0042  5.4744E-19
    2952.0041  2.1785E-19
    2883.3529  3.4959E-20
    2817.8219  5.2883E-20
    2755.2037  3.0056E-19
    2695.3080  3.4666E-19
    2637.9611  1.2933E-19
    2583.0036  3.1601E-20
    2530.2891  2.6197E-19
    2479.6833  4.1115E-19
    2431.0621  2.0723E-19
    2384.3110  3.5927E-20
    2339.3240  2.0496E-19
    2296.0031  4.9492E-19
    2254.2576  5.1861E-19
    2214.0030  2.5584E-19
    2175.1609  3.6397E-20
    2137.6582  1.5673E-19
    2101.4265  6.3649E-19
    2066.4028  1.2774E-18
    2032.5274  1.8267E-18
    1999.7447  2.1077E-18
    1968.0027  2.0918E-18
    1937.2527  1.8615E-18
    1907.4487  1.5788E-18
    1878.5480  1.4474E-18
    1850.5100  1.3684E-18
    1823.2967  8.4178E-19
    1796.8721  3.0016E-19
    1771.2024  3.9744E-19
    1746.2559  1.1034E-18
    1722.0024  1.7761E-18
    1698.4133  1.6468E-18
    1675.4618  8.4808E-19
    1653.1222  1.4677E-19
    1631.3706  1.5003E-19
    1610.1840  1.1009E-18
    1589.5407  2.7438E-18
    1569.4199  4.2878E-18
    1549.8021  5.0209E-18
    1530.6688  4.7933E-18
    1512.0021  3.8665E-18
    1493.7851  2.6231E-18
    1476.0021  1.4436E-18
    1458.6373  5.9045E-19
    1441.6765  1.4044E-19
    1425.1054  2.3256E-21
    1408.9110  2.9214E-20
    1393.0806  9.2685E-20
    1377.6019  1.2691E-19
    1347.6540  7.6189E-21
    1333.1631  4.0129E-21
   1981   768  2.6383E-25   82     -1.0   
   11271.2877  2.6383E-25
   10332.0146  4.7060E-24
    9537.2440  4.1668E-23
    8856.0121  1.7710E-22
    8265.6112  3.3231E-22
    7749.0109  2.4725E-22
    7293.1866  1.6481E-21
    6888.0095  9.0270E-21
    6525.4826  1.4877E-20
    6199.2084  1.7995E-21
    5904.0082  1.7102E-20
    5635.6438  5.3021E-21
    5390.6161  6.9348E-21
    5166.0073  3.8358E-20
    4959.3667  3.3728E-20
    4768.6220  3.1583E-21
    4592.0061  2.4560E-20
    4428.0061  1.3109E-19
    4275.3163  2.7216E-19
    4132.8056  3.8195E-19
    3999.4894  4.2108E-19
    3874.5055  3.8606E-19
    3757.0960  3.0514E-19
    3646.5933  2.1454E-19
    3542.4048  1.3924E-19
    3444.0047  1.7492E-19
    3350.9236  5.0183E-20
    3262.7413  3.3910E-20
    3179.0813  1.4614E-20
    3099.6042  5.5839E-20
    3024.0042  5.4744E-19
    2952.0041  2.1785E-19
    2883.3529  3.4959E-20
    2817.8219  5.2883E-20
    2755.2037  3.0056E-19
    2695.3080  3.4666E-19
    2637.9611  1.2933E-19
    2583.0036  3.1601E-20
    2530.2891  2.6197E-19
    2479.6833  4.1115E-19
    2431.0621  2.0723E-19
    2384.3110  3.5927E-20
    2339.3240  2.0496E-19
    2296.0031  4.9492E-19
    2254.2576  5.1861E-19
    2214.0030  2.5584E-19
    2175.1609  3.6397E-20
    2137.6582  1.5673E-19
    2101.4265  6.3649E-19
    2066.4028  1.2774E-18
    2032.5274  1.8267E-18
    1999.7447  2.1077E-18
    1968.0027  2.0918E-18
    1937.2527  1.8615E-18
    1907.4487  1.5788E-18
    1878.5480  1.4474E-18
    1850.5100  1.3684E-18
    1823.2967  8.4178E-19
    1796.8721  3.0016E-19
    1771.2024  3.9744E-19
    1746.2559  1.1034E-18
    1722.0024  1.7761E-18
    1698.4133  1.6468E-18
    1675.4618  8.4808E-19
    1653.1222  1.4677E-19
    1631.3706  1.5003E-19
    1610.1840  1.1009E-18
    1589.5407  2.7438E-18
    1569.4199  4.2878E-18
    1549.8021  5.0209E-18
    1530.6688  4.7933E-18
    1512.0021  3.8665E-18
    1493.7851  2.6231E-18
    1476.0021  1.4436E-18
    1458.6373  5.9045E-19
    1441.6765  1.4044E-19
    1425.1054  2.3256E-21
    1408.9110  2.9214E-20
    1393.0806  9.2685E-20
    1377.6019  1.2691E-19
    1347.6540  7.6189E-21
    1333.1631  4.0129E-21
   1981   767  4.2872E-25   82     -1.0   
   11271.2877  4.2872E-25
   10332.0146  7.6473E-24
    9537.2440  6.7710E-23
    8856.0121  2.8779E-22
    8265.6112  5.4001E-22
    7749.0109  3.6207E-22
    7293.1866  1.6086E-21
    6888.0095  9.0295E-21
    6525.4826  1.4161E-20
    6199.2084  2.1462E-21
    5904.0082  1.6276E-20
    5635.6438  4.1743E-21
    5390.6161  8.2819E-21
    5166.0073  3.7803E-20
    4959.3667  3.0338E-20
    4768.6220  2.1738E-21
    4592.0061  2.8531E-20
    4428.0061  1.3636E-19
    4275.3163  2.7319E-19
    4132.8056  3.7513E-19
    3999.4894  4.0738E-19
    3874.5055  3.6965E-19
    3757.0960  2.8980E-19
    3646.5933  2.0226E-19
    3542.4048  1.3034E-19
    3444.0047  2.2508E-19
    3350.9236  4.6994E-20
    3262.7413  3.6181E-20
    3179.0813  1.4022E-20
    3099.6042  6.0427E-20
    3024.0042  5.3533E-19
    2952.0041  2.2497E-19
    2883.3529  4.4017E-20
    2817.8219  3.7582E-20
    2755.2037  2.8041E-19
    2695.3080  3.4067E-19
    2637.9611  1.3445E-19
    2583.0036  3.5988E-20
    2530.2891  2.5328E-19
    2479.6833  3.8607E-19
    2431.0621  1.8945E-19
    2384.3110  4.9401E-20
    2339.3240  2.2921E-19
    2296.0031  4.9087E-19
    2254.2576  4.8269E-19
    2214.0030  2.1961E-19
    2175.1609  3.0714E-20
    2137.6582  1.8602E-19
    2101.4265  6.8127E-19
    2066.4028  1.3094E-18
    2032.5274  1.8269E-18
    1999.7447  2.0730E-18
    1968.0027  2.0303E-18
    1937.2527  1.7861E-18
    1907.4487  1.5026E-18
    1878.5480  1.3714E-18
    1850.5100  1.2784E-18
    1823.2967  7.7139E-19
    1796.8721  2.9790E-19
    1771.2024  4.4431E-19
    1746.2559  1.1228E-18
    1722.0024  1.7158E-18
    1698.4133  1.5342E-18
    1675.4618  7.5045E-19
    1653.1222  1.2240E-19
    1631.3706  2.1043E-19
    1610.1840  1.1922E-18
    1589.5407  2.7962E-18
    1569.4199  4.2721E-18
    1549.8021  4.9535E-18
    1530.6688  4.7061E-18
    1512.0021  3.7880E-18
    1493.7851  2.5696E-18
    1476.0021  1.4174E-18
    1458.6373  5.8388E-19
    1441.6765  1.4191E-19
    1425.1054  3.1126E-21
    1408.9110  2.6229E-20
    1393.0806  8.6906E-20
    1377.6019  1.2080E-19
    1347.6540  1.2381E-20
    1333.1631  6.5209E-21
   1981   764  4.2872E-25   82     -1.0    
   11271.2877  4.2872E-25
   10332.0146  7.6473E-24
    9537.2440  6.7710E-23
    8856.0121  2.8779E-22
    8265.6112  5.4001E-22
    7749.0109  3.6207E-22
    7293.1866  1.6086E-21
    6888.0095  9.0295E-21
    6525.4826  1.4161E-20
    6199.2084  2.1462E-21
    5904.0082  1.6276E-20
    5635.6438  4.1743E-21
    5390.6161  8.2819E-21
    5166.0073  3.7803E-20
    4959.3667  3.0338E-20
    4768.6220  2.1738E-21
    4592.0061  2.8531E-20
    4428.0061  1.3636E-19
    4275.3163  2.7319E-19
    4132.8056  3.7513E-19
    3999.4894  4.0738E-19
    3874.5055  3.6965E-19
    3757.0960  2.8980E-19
    3646.5933  2.0226E-19
    3542.4048  1.3034E-19
    3444.0047  2.2508E-19
    3350.9236  4.6994E-20
    3262.7413  3.6181E-20
    3179.0813  1.4022E-20
    3099.6042  6.0427E-20
    3024.0042  5.3533E-19
    2952.0041  2.2497E-19
    2883.3529  4.4017E-20
    2817.8219  3.7582E-20
    2755.2037  2.8041E-19
    2695.3080  3.4067E-19
    2637.9611  1.3445E-19
    2583.0036  3.5988E-20
    2530.2891  2.5328E-19
    2479.6833  3.8607E-19
    2431.0621  1.8945E-19
    2384.3110  4.9401E-20
    2339.3240  2.2921E-19
    2296.0031  4.9087E-19
    2254.2576  4.8269E-19
    2214.0030  2.1961E-19
    2175.1609  3.0714E-20
    2137.6582  1.8602E-19
    2101.4265  6.8127E-19
    2066.4028  1.3094E-18
    2032.5274  1.8269E-18
    1999.7447  2.0730E-18
    1968.0027  2.0303E-18
    1937.2527  1.7861E-18
    1907.4487  1.5026E-18
    1878.5480  1.3714E-18
    1850.5100  1.2784E-18
    1823.2967  7.7139E-19
    1796.8721  2.9790E-19
    1771.2024  4.4431E-19
    1746.2559  1.1228E-18
    1722.0024  1.7158E-18
    1698.4133  1.5342E-18
    1675.4618  7.5045E-19
    1653.1222  1.2240E-19
    1631.3706  2.1043E-19
    1610.1840  1.1922E-18
    1589.5407  2.7962E-18
    1569.4199  4.2721E-18
    1549.8021  4.9535E-18
    1530.6688  4.7061E-18
    1512.0021  3.7880E-18
    1493.7851  2.5696E-18
    1476.0021  1.4174E-18
    1458.6373  5.8388E-19
    1441.6765  1.4191E-19
    1425.1054  3.1126E-21
    1408.9110  2.6229E-20
    1393.0806  8.6906E-20
    1377.6019  1.2080E-19
    1347.6540  1.2381E-20
    1333.1631  6.5209E-21
   1981   781  4.2872E-25   82     -1.0    
   11271.2877  4.2872E-25
   10332.0146  7.6473E-24
    9537.2440  6.7710E-23
    8856.0121  2.8779E-22
    8265.6112  5.4001E-22
    7749.0109  3.6207E-22
    7293.1866  1.6086E-21
    6888.0095  9.0295E-21
    6525.4826  1.4161E-20
    6199.2084  2.1462E-21
    5904.0082  1.6276E-20
    5635.6438  4.1743E-21
    5390.6161  8.2819E-21
    5166.0073  3.7803E-20
    4959.3667  3.0338E-20
    4768.6220  2.1738E-21
    4592.0061  2.8531E-20
    4428.0061  1.3636E-19
    4275.3163  2.7319E-19
    4132.8056  3.7513E-19
    3999.4894  4.0738E-19
    3874.5055  3.6965E-19
    3757.0960  2.8980E-19
    3646.5933  2.0226E-19
    3542.4048  1.3034E-19
    3444.0047  2.2508E-19
    3350.9236  4.6994E-20
    3262.7413  3.6181E-20
    3179.0813  1.4022E-20
    3099.6042  6.0427E-20
    3024.0042  5.3533E-19
    2952.0041  2.2497E-19
    2883.3529  4.4017E-20
    2817.8219  3.7582E-20
    2755.2037  2.8041E-19
    2695.3080  3.4067E-19
    2637.9611  1.3445E-19
    2583.0036  3.5988E-20
    2530.2891  2.5328E-19
    2479.6833  3.8607E-19
    2431.0621  1.8945E-19
    2384.3110  4.9401E-20
    2339.3240  2.2921E-19
    2296.0031  4.9087E-19
    2254.2576  4.8269E-19
    2214.0030  2.1961E-19
    2175.1609  3.0714E-20
    2137.6582  1.8602E-19
    2101.4265  6.8127E-19
    2066.4028  1.3094E-18
    2032.5274  1.8269E-18
    1999.7447  2.0730E-18
    1968.0027  2.0303E-18
    1937.2527  1.7861E-18
    1907.4487  1.5026E-18
    1878.5480  1.3714E-18
    1850.5100  1.2784E-18
    1823.2967  7.7139E-19
    1796.8721  2.9790E-19
    1771.2024  4.4431E-19
    1746.2559  1.1228E-18
    1722.0024  1.7158E-18
    1698.4133  1.5342E-18
    1675.4618  7.5045E-19
    1653.1222  1.2240E-19
    1631.3706  2.1043E-19
    1610.1840  1.1922E-18
    1589.5407  2.7962E-18
    1569.4199  4.2721E-18
    1549.8021  4.9535E-18
    1530.6688  4.7061E-18
    1512.0021  3.7880E-18
    1493.7851  2.5696E-18
    1476.0021  1.4174E-18
    1458.6373  5.8388E-19
    1441.6765  1.4191E-19
    1425.1054  3.1126E-21
    1408.9110  2.6229E-20
    1393.0806  8.6906E-20
    1377.6019  1.2080E-19
    1347.6540  1.2381E-20
    1333.1631  6.5209E-21
   1981   784  4.2872E-25   82     -1.0    
   11271.2877  4.2872E-25
   10332.0146  7.6473E-24
    9537.2440  6.7710E-23
    8856.0121  2.8779E-22
    8265.6112  5.4001E-22
    7749.0109  3.6207E-22
    7293.1866  1.6086E-21
    6888.0095  9.0295E-21
    6525.4826  1.4161E-20
    6199.2084  2.1462E-21
    5904.0082  1.6276E-20
    5635.6438  4.1743E-21
    5390.6161  8.2819E-21
    5166.0073  3.7803E-20
    4959.3667  3.0338E-20
    4768.6220  2.1738E-21
    4592.0061  2.8531E-20
    4428.0061  1.3636E-19
    4275.3163  2.7319E-19
    4132.8056  3.7513E-19
    3999.4894  4.0738E-19
    3874.5055  3.6965E-19
    3757.0960  2.8980E-19
    3646.5933  2.0226E-19
    3542.4048  1.3034E-19
    3444.0047  2.2508E-19
    3350.9236  4.6994E-20
    3262.7413  3.6181E-20
    3179.0813  1.4022E-20
    3099.6042  6.0427E-20
    3024.0042  5.3533E-19
    2952.0041  2.2497E-19
    2883.3529  4.4017E-20
    2817.8219  3.7582E-20
    2755.2037  2.8041E-19
    2695.3080  3.4067E-19
    2637.9611  1.3445E-19
    2583.0036  3.5988E-20
    2530.2891  2.5328E-19
    2479.6833  3.8607E-19
    2431.0621  1.8945E-19
    2384.3110  4.9401E-20
    2339.3240  2.2921E-19
    2296.0031  4.9087E-19
    2254.2576  4.8269E-19
    2214.0030  2.1961E-19
    2175.1609  3.0714E-20
    2137.6582  1.8602E-19
    2101.4265  6.8127E-19
    2066.4028  1.3094E-18
    2032.5274  1.8269E-18
    1999.7447  2.0730E-18
    1968.0027  2.0303E-18
    1937.2527  1.7861E-18
    1907.4487  1.5026E-18
    1878.5480  1.3714E-18
    1850.5100  1.2784E-18
    1823.2967  7.7139E-19
    1796.8721  2.9790E-19
    1771.2024  4.4431E-19
    1746.2559  1.1228E-18
    1722.0024  1.7158E-18
    1698.4133  1.5342E-18
    1675.4618  7.5045E-19
    1653.1222  1.2240E-19
    1631.3706  2.1043E-19
    1610.1840  1.1922E-18
    1589.5407  2.7962E-18
    1569.4199  4.2721E-18
    1549.8021  4.9535E-18
    1530.6688  4.7061E-18
    1512.0021  3.7880E-18
    1493.7851  2.5696E-18
    1476.0021  1.4174E-18
    1458.6373  5.8388E-19
    1441.6765  1.4191E-19
    1425.1054  3.1126E-21
    1408.9110  2.6229E-20
    1393.0806  8.6906E-20
    1377.6019  1.2080E-19
    1347.6540  1.2381E-20
    1333.1631  6.5209E-21
   1981   783  6.1559E-25   83     -1.0    
   11271.2877  6.1559E-25
   10332.0146  1.0981E-23
    9537.2440  9.7225E-23
    8856.0121  4.1324E-22
    8265.6112  7.7539E-22
    7749.0109  4.9138E-22
    7293.1866  1.5420E-21
    6888.0095  8.9166E-21
    6525.4826  1.3145E-20
    6199.2084  2.6825E-21
    5904.0082  1.5200E-20
    5635.6438  3.3022E-21
    5390.6161  9.8374E-21
    5166.0073  3.7003E-20
    4959.3667  2.6914E-20
    4768.6220  1.5785E-21
    4592.0061  3.2798E-20
    4428.0061  1.4152E-19
    4275.3163  2.7394E-19
    4132.8056  3.6804E-19
    3999.4894  3.9339E-19
    3874.5055  3.5297E-19
    3757.0960  2.7443E-19
    3646.5933  1.9019E-19
    3542.4048  1.2174E-19
    3444.0047  2.8299E-19
    3350.9236  4.4041E-20
    3262.7413  3.9132E-20
    3179.0813  1.3547E-20
    3099.6042  6.5194E-20
    3024.0042  5.1443E-19
    2952.0041  2.3043E-19
    2883.3529  5.4038E-20
    2817.8219  2.5381E-20
    2755.2037  2.5622E-19
    2695.3080  3.2948E-19
    2637.9611  1.4298E-19
    2583.0036  4.6573E-20
    2530.2891  2.4120E-19
    2479.6833  3.5395E-19
    2431.0621  1.7334E-19
    2384.3110  6.9187E-20
    2339.3240  2.5549E-19
    2296.0031  4.8404E-19
    2254.2576  4.4358E-19
    2214.0030  1.8531E-19
    2175.1609  2.9497E-20
    2137.6582  2.1870E-19
    2101.4265  7.2605E-19
    2066.4028  1.3382E-18
    2032.5274  1.8230E-18
    1999.7447  2.0361E-18
    1968.0027  1.9698E-18
    1937.2527  1.7149E-18
    1907.4487  1.4287E-18
    1878.5480  1.2899E-18
    1850.5100  1.1792E-18
    1823.2967  7.0157E-19
    1796.8721  3.0430E-19
    1771.2024  4.9660E-19
    1746.2559  1.1376E-18
    1722.0024  1.6433E-18
    1698.4133  1.4122E-18
    1675.4618  6.5249E-19
    1653.1222  1.0394E-19
    1631.3706  2.7862E-19
    1610.1840  1.2901E-18
    1589.5407  2.8500E-18
    1569.4199  4.2536E-18
    1549.8021  4.8842E-18
    1530.6688  4.6202E-18
    1512.0021  3.7119E-18
    1493.7851  2.5176E-18
    1476.0021  1.3919E-18
    1458.6373  5.7768E-19
    1441.6765  1.4354E-19
    1425.1054  4.0133E-21
    1408.9110  2.3385E-20
    1393.0806  8.1397E-20
    1377.6019  1.1498E-19
    1362.4635  1.5903E-21
    1347.6540  1.7778E-20
    1333.1631  9.3633E-21
   1981   782  6.1559E-25   83     -1.0     
   11271.2877  6.1559E-25
   10332.0146  1.0981E-23
    9537.2440  9.7225E-23
    8856.0121  4.1324E-22
    8265.6112  7.7539E-22
    7749.0109  4.9138E-22
    7293.1866  1.5420E-21
    6888.0095  8.9166E-21
    6525.4826  1.3145E-20
    6199.2084  2.6825E-21
    5904.0082  1.5200E-20
    5635.6438  3.3022E-21
    5390.6161  9.8374E-21
    5166.0073  3.7003E-20
    4959.3667  2.6914E-20
    4768.6220  1.5785E-21
    4592.0061  3.2798E-20
    4428.0061  1.4152E-19
    4275.3163  2.7394E-19
    4132.8056  3.6804E-19
    3999.4894  3.9339E-19
    3874.5055  3.5297E-19
    3757.0960  2.7443E-19
    3646.5933  1.9019E-19
    3542.4048  1.2174E-19
    3444.0047  2.8299E-19
    3350.9236  4.4041E-20
    3262.7413  3.9132E-20
    3179.0813  1.3547E-20
    3099.6042  6.5194E-20
    3024.0042  5.1443E-19
    2952.0041  2.3043E-19
    2883.3529  5.4038E-20
    2817.8219  2.5381E-20
    2755.2037  2.5622E-19
    2695.3080  3.2948E-19
    2637.9611  1.4298E-19
    2583.0036  4.6573E-20
    2530.2891  2.4120E-19
    2479.6833  3.5395E-19
    2431.0621  1.7334E-19
    2384.3110  6.9187E-20
    2339.3240  2.5549E-19
    2296.0031  4.8404E-19
    2254.2576  4.4358E-19
    2214.0030  1.8531E-19
    2175.1609  2.9497E-20
    2137.6582  2.1870E-19
    2101.4265  7.2605E-19
    2066.4028  1.3382E-18
    2032.5274  1.8230E-18
    1999.7447  2.0361E-18
    1968.0027  1.9698E-18
    1937.2527  1.7149E-18
    1907.4487  1.4287E-18
    1878.5480  1.2899E-18
    1850.5100  1.1792E-18
    1823.2967  7.0157E-19
    1796.8721  3.0430E-19
    1771.2024  4.9660E-19
    1746.2559  1.1376E-18
    1722.0024  1.6433E-18
    1698.4133  1.4122E-18
    1675.4618  6.5249E-19
    1653.1222  1.0394E-19
    1631.3706  2.7862E-19
    1610.1840  1.2901E-18
    1589.5407  2.8500E-18
    1569.4199  4.2536E-18
    1549.8021  4.8842E-18
    1530.6688  4.6202E-18
    1512.0021  3.7119E-18
    1493.7851  2.5176E-18
    1476.0021  1.3919E-18
    1458.6373  5.7768E-19
    1441.6765  1.4354E-19
    1425.1054  4.0133E-21
    1408.9110  2.3385E-20
    1393.0806  8.1397E-20
    1377.6019  1.1498E-19
    1362.4635  1.5903E-21
    1347.6540  1.7778E-20
    1333.1631  9.3633E-21
   1981   801  6.1559E-25   83     -1.0     
   11271.2877  6.1559E-25
   10332.0146  1.0981E-23
    9537.2440  9.7225E-23
    8856.0121  4.1324E-22
    8265.6112  7.7539E-22
    7749.0109  4.9138E-22
    7293.1866  1.5420E-21
    6888.0095  8.9166E-21
    6525.4826  1.3145E-20
    6199.2084  2.6825E-21
    5904.0082  1.5200E-20
    5635.6438  3.3022E-21
    5390.6161  9.8374E-21
    5166.0073  3.7003E-20
    4959.3667  2.6914E-20
    4768.6220  1.5785E-21
    4592.0061  3.2798E-20
    4428.0061  1.4152E-19
    4275.3163  2.7394E-19
    4132.8056  3.6804E-19
    3999.4894  3.9339E-19
    3874.5055  3.5297E-19
    3757.0960  2.7443E-19
    3646.5933  1.9019E-19
    3542.4048  1.2174E-19
    3444.0047  2.8299E-19
    3350.9236  4.4041E-20
    3262.7413  3.9132E-20
    3179.0813  1.3547E-20
    3099.6042  6.5194E-20
    3024.0042  5.1443E-19
    2952.0041  2.3043E-19
    2883.3529  5.4038E-20
    2817.8219  2.5381E-20
    2755.2037  2.5622E-19
    2695.3080  3.2948E-19
    2637.9611  1.4298E-19
    2583.0036  4.6573E-20
    2530.2891  2.4120E-19
    2479.6833  3.5395E-19
    2431.0621  1.7334E-19
    2384.3110  6.9187E-20
    2339.3240  2.5549E-19
    2296.0031  4.8404E-19
    2254.2576  4.4358E-19
    2214.0030  1.8531E-19
    2175.1609  2.9497E-20
    2137.6582  2.1870E-19
    2101.4265  7.2605E-19
    2066.4028  1.3382E-18
    2032.5274  1.8230E-18
    1999.7447  2.0361E-18
    1968.0027  1.9698E-18
    1937.2527  1.7149E-18
    1907.4487  1.4287E-18
    1878.5480  1.2899E-18
    1850.5100  1.1792E-18
    1823.2967  7.0157E-19
    1796.8721  3.0430E-19
    1771.2024  4.9660E-19
    1746.2559  1.1376E-18
    1722.0024  1.6433E-18
    1698.4133  1.4122E-18
    1675.4618  6.5249E-19
    1653.1222  1.0394E-19
    1631.3706  2.7862E-19
    1610.1840  1.2901E-18
    1589.5407  2.8500E-18
    1569.4199  4.2536E-18
    1549.8021  4.8842E-18
    1530.6688  4.6202E-18
    1512.0021  3.7119E-18
    1493.7851  2.5176E-18
    1476.0021  1.3919E-18
    1458.6373  5.7768E-19
    1441.6765  1.4354E-19
    1425.1054  4.0133E-21
    1408.9110  2.3385E-20
    1393.0806  8.1397E-20
    1377.6019  1.1498E-19
    1362.4635  1.5903E-21
    1347.6540  1.7778E-20
    1333.1631  9.3633E-21
   1981   804  6.1559E-25   83     -1.0     
   11271.2877  6.1559E-25
   10332.0146  1.0981E-23
    9537.2440  9.7225E-23
    8856.0121  4.1324E-22
    8265.6112  7.7539E-22
    7749.0109  4.9138E-22
    7293.1866  1.5420E-21
    6888.0095  8.9166E-21
    6525.4826  1.3145E-20
    6199.2084  2.6825E-21
    5904.0082  1.5200E-20
    5635.6438  3.3022E-21
    5390.6161  9.8374E-21
    5166.0073  3.7003E-20
    4959.3667  2.6914E-20
    4768.6220  1.5785E-21
    4592.0061  3.2798E-20
    4428.0061  1.4152E-19
    4275.3163  2.7394E-19
    4132.8056  3.6804E-19
    3999.4894  3.9339E-19
    3874.5055  3.5297E-19
    3757.0960  2.7443E-19
    3646.5933  1.9019E-19
    3542.4048  1.2174E-19
    3444.0047  2.8299E-19
    3350.9236  4.4041E-20
    3262.7413  3.9132E-20
    3179.0813  1.3547E-20
    3099.6042  6.5194E-20
    3024.0042  5.1443E-19
    2952.0041  2.3043E-19
    2883.3529  5.4038E-20
    2817.8219  2.5381E-20
    2755.2037  2.5622E-19
    2695.3080  3.2948E-19
    2637.9611  1.4298E-19
    2583.0036  4.6573E-20
    2530.2891  2.4120E-19
    2479.6833  3.5395E-19
    2431.0621  1.7334E-19
    2384.3110  6.9187E-20
    2339.3240  2.5549E-19
    2296.0031  4.8404E-19
    2254.2576  4.4358E-19
    2214.0030  1.8531E-19
    2175.1609  2.9497E-20
    2137.6582  2.1870E-19
    2101.4265  7.2605E-19
    2066.4028  1.3382E-18
    2032.5274  1.8230E-18
    1999.7447  2.0361E-18
    1968.0027  1.9698E-18
    1937.2527  1.7149E-18
    1907.4487  1.4287E-18
    1878.5480  1.2899E-18
    1850.5100  1.1792E-18
    1823.2967  7.0157E-19
    1796.8721  3.0430E-19
    1771.2024  4.9660E-19
    1746.2559  1.1376E-18
    1722.0024  1.6433E-18
    1698.4133  1.4122E-18
    1675.4618  6.5249E-19
    1653.1222  1.0394E-19
    1631.3706  2.7862E-19
    1610.1840  1.2901E-18
    1589.5407  2.8500E-18
    1569.4199  4.2536E-18
    1549.8021  4.8842E-18
    1530.6688  4.6202E-18
    1512.0021  3.7119E-18
    1493.7851  2.5176E-18
    1476.0021  1.3919E-18
    1458.6373  5.7768E-19
    1441.6765  1.4354E-19
    1425.1054  4.0133E-21
    1408.9110  2.3385E-20
    1393.0806  8.1397E-20
    1377.6019  1.1498E-19
    1362.4635  1.5903E-21
    1347.6540  1.7778E-20
    1333.1631  9.3633E-21
   1981   803  8.2445E-25   83     -1.0     
   11271.2877  8.2445E-25
   10332.0146  1.4706E-23
    9537.2440  1.3021E-22
    8856.0121  5.5345E-22
    8265.6112  1.0385E-21
    7749.0109  6.3519E-22
    7293.1866  1.4481E-21
    6888.0095  8.6884E-21
    6525.4826  1.1828E-20
    6199.2084  3.4084E-21
    5904.0082  1.3873E-20
    5635.6438  2.6859E-21
    5390.6161  1.1601E-20
    5166.0073  3.5958E-20
    4959.3667  2.3456E-20
    4768.6220  1.3724E-21
    4592.0061  3.7361E-20
    4428.0061  1.4659E-19
    4275.3163  2.7439E-19
    4132.8056  3.6067E-19
    3999.4894  3.7910E-19
    3874.5055  3.3604E-19
    3757.0960  2.5903E-19
    3646.5933  1.7832E-19
    3542.4048  1.1344E-19
    3444.0047  3.4863E-19
    3350.9236  4.1324E-20
    3262.7413  4.2763E-20
    3179.0813  1.3190E-20
    3099.6042  7.0140E-20
    3024.0042  4.8473E-19
    2952.0041  2.3421E-19
    2883.3529  6.5020E-20
    2817.8219  1.6280E-20
    2755.2037  2.2799E-19
    2695.3080  3.1309E-19
    2637.9611  1.5492E-19
    2583.0036  6.3355E-20
    2530.2891  2.2572E-19
    2479.6833  3.1480E-19
    2431.0621  1.5888E-19
    2384.3110  9.5285E-20
    2339.3240  2.8381E-19
    2296.0031  4.7444E-19
    2254.2576  4.0126E-19
    2214.0030  1.5294E-19
    2175.1609  3.2747E-20
    2137.6582  2.5476E-19
    2101.4265  7.7084E-19
    2066.4028  1.3638E-18
    2032.5274  1.8150E-18
    1999.7447  1.9968E-18
    1968.0027  1.9103E-18
    1937.2527  1.6473E-18
    1907.4487  1.3571E-18
    1878.5480  1.2030E-18
    1850.5100  1.0708E-18
    1823.2967  6.3232E-19
    1796.8721  3.1935E-19
    1771.2024  5.5433E-19
    1746.2559  1.1477E-18
    1722.0024  1.5587E-18
    1698.4133  1.2809E-18
    1675.4618  5.5420E-19
